year,year_decimal,series_type,shoreline_position,proj_shoreline_mean,proj_shoreline_q05,proj_shoreline_q95,slr_only_shoreline_mean,slr_only_shoreline_q05,slr_only_shoreline_q95,trend_only_shoreline_mean,trend_only_shoreline_q05,trend_only_shoreline_q95
2025.0,2025.0,projection,389.92279184915265,389.92279184915265,389.92279184915316,389.92279184915316,389.92279184915265,389.92279184915316,389.92279184915316,389.92279184915265,389.92279184915316,389.92279184915316
2030.0,2030.0,projection,387.64919473689054,387.64919473689054,386.15390502909787,389.273539120011,389.2542374060263,388.85776581168005,389.62281107851,388.3177491800184,386.8239428263129,389.8754206598622
2040.0,2040.0,projection,383.2025718583433,383.2025718583433,379.227640281244,387.2151647921531,387.9171285197725,386.72771373673385,389.02284953722364,385.2082351877241,381.46052020368677,388.86619871821586
2050.0,2050.0,projection,378.6892019763908,378.6892019763908,372.85461720367596,384.4868635673467,386.5800196335187,384.59766166178764,388.42288799593723,382.03197419202536,376.6456512405536,387.42316932419584
2001.0,2001.0301163586585,satellite_observation,379.06,,,,,,,,,
2001.0,2001.7748117727583,satellite_observation,387.83,,,,,,,,,
2002.0,2002.082135523614,satellite_observation,387.14,,,,,,,,,
2002.0,2002.2135523613963,satellite_observation,392.15,,,,,,,,,
2002.0,2002.2573579739903,satellite_observation,389.78,,,,,,,,,
2002.0,2002.3887748117727,satellite_observation,390.95,,,,,,,,,
2002.0,2002.476386036961,satellite_observation,390.69,,,,,,,,,
2002.0,2002.6516084873374,satellite_observation,392.93,,,,,,,,,
2002.0,2002.914442162902,satellite_observation,392.18,,,,,,,,,
2003.0,2003.3969883641341,satellite_observation,394.95,,,,,,,,,
2003.0,2003.5503080082135,satellite_observation,398.42,,,,,,,,,
2003.0,2003.5941136208078,satellite_observation,397.66,,,,,,,,,
2003.0,2003.7912388774812,satellite_observation,399.89,,,,,,,,,
2003.0,2003.8131416837782,satellite_observation,398.04,,,,,,,,,
2003.0,2003.8350444900752,satellite_observation,396.91,,,,,,,,,
2003.0,2003.9226557152635,satellite_observation,395.16,,,,,,,,,
2004.0,2004.0547570157426,satellite_observation,395.85,,,,,,,,,
2004.0,2004.1423682409309,satellite_observation,397.18,,,,,,,,,
2004.0,2004.2299794661192,satellite_observation,397.74,,,,,,,,,
2004.0,2004.2956878850102,satellite_observation,394.85,,,,,,,,,
2004.0,2004.3613963039015,satellite_observation,394.22,,,,,,,,,
2004.0,2004.3832991101985,satellite_observation,393.03,,,,,,,,,
2004.0,2004.4052019164956,satellite_observation,391.94,,,,,,,,,
2004.0,2004.4271047227926,satellite_observation,392.19,,,,,,,,,
2004.0,2004.514715947981,satellite_observation,391.08,,,,,,,,,
2004.0,2004.558521560575,satellite_observation,390.47,,,,,,,,,
2004.0,2004.6461327857633,satellite_observation,390.41,,,,,,,,,
2004.0,2004.6899383983573,satellite_observation,391.87,,,,,,,,,
2004.0,2004.7118412046543,satellite_observation,391.08,,,,,,,,,
2004.0,2004.7337440109513,satellite_observation,390.84,,,,,,,,,
2004.0,2004.7994524298426,satellite_observation,392.56,,,,,,,,,
2004.0,2004.8432580424367,satellite_observation,393.32,,,,,,,,,
2004.0,2004.974674880219,satellite_observation,396.29,,,,,,,,,
2005.0,2005.03832991102,satellite_observation,400.31,,,,,,,,,
2005.0,2005.104038329911,satellite_observation,399.68,,,,,,,,,
2005.0,2005.1916495550993,satellite_observation,398.55,,,,,,,,,
2005.0,2005.3011635865846,satellite_observation,401.29,,,,,,,,,
2005.0,2005.3887748117727,satellite_observation,399.86,,,,,,,,,
2005.0,2005.5639972621493,satellite_observation,393.76,,,,,,,,,
2005.0,2005.6297056810404,satellite_observation,395.1,,,,,,,,,
2005.0,2005.7611225188227,satellite_observation,389.47,,,,,,,,,
2005.0,2005.8268309377138,satellite_observation,385.91,,,,,,,,,
2005.0,2005.9363449691991,satellite_observation,385.12,,,,,,,,,
2006.0,2006.1122518822724,satellite_observation,386.22,,,,,,,,,
2006.0,2006.2436687200548,satellite_observation,386.89,,,,,,,,,
2006.0,2006.2655715263518,satellite_observation,390.0,,,,,,,,,
2006.0,2006.331279945243,satellite_observation,387.37,,,,,,,,,
2006.0,2006.3969883641341,satellite_observation,387.37,,,,,,,,,
2006.0,2006.4845995893224,satellite_observation,387.31,,,,,,,,,
2006.0,2006.5503080082135,satellite_observation,389.16,,,,,,,,,
2006.0,2006.6379192334018,satellite_observation,389.03,,,,,,,,,
2006.0,2006.6817248459959,satellite_observation,389.72,,,,,,,,,
2006.0,2006.7693360711842,satellite_observation,391.08,,,,,,,,,
2007.0,2007.0109514031485,satellite_observation,397.98,,,,,,,,,
2007.0,2007.1642710472279,satellite_observation,398.29,,,,,,,,,
2007.0,2007.3394934976043,satellite_observation,402.26,,,,,,,,,
2007.0,2007.7118412046543,satellite_observation,398.38,,,,,,,,,
2007.0,2007.8213552361397,satellite_observation,391.66,,,,,,,,,
2008.0,2008.041067761807,satellite_observation,387.21,,,,,,,,,
2008.0,2008.084873374401,satellite_observation,387.62,,,,,,,,,
2008.0,2008.435318275154,satellite_observation,390.68,,,,,,,,,
2008.0,2008.9828884325805,satellite_observation,402.24,,,,,,,,,
2009.0,2009.002737850787,satellite_observation,399.06,,,,,,,,,
2009.0,2009.0903490759754,satellite_observation,397.64,,,,,,,,,
2009.0,2009.2217659137577,satellite_observation,396.13,,,,,,,,,
2009.0,2009.2655715263518,satellite_observation,393.25,,,,,,,,,
2009.0,2009.35318275154,satellite_observation,390.69,,,,,,,,,
2009.0,2009.5722108145105,satellite_observation,386.68,,,,,,,,,
2009.0,2009.9445585215606,satellite_observation,387.32,,,,,,,,,
2010.0,2010.0109514031485,satellite_observation,397.33,,,,,,,,,
2010.0,2010.0328542094455,satellite_observation,398.81,,,,,,,,,
2010.0,2010.1204654346338,satellite_observation,401.93,,,,,,,,,
2010.0,2010.2299794661192,satellite_observation,398.95,,,,,,,,,
2010.0,2010.3175906913073,satellite_observation,398.95,,,,,,,,,
2010.0,2010.3613963039015,satellite_observation,394.53,,,,,,,,,
2010.0,2010.4052019164956,satellite_observation,393.65,,,,,,,,,
2010.0,2010.4928131416839,satellite_observation,393.65,,,,,,,,,
2010.0,2010.624229979466,satellite_observation,383.22,,,,,,,,,
2010.0,2010.8213552361397,satellite_observation,385.77,,,,,,,,,
2010.0,2010.996577686516,satellite_observation,392.13,,,,,,,,,
2011.0,2011.1505817932923,satellite_observation,396.93,,,,,,,,,
2011.0,2011.1943874058863,satellite_observation,396.93,,,,,,,,,
2011.0,2011.6324435318274,satellite_observation,394.11,,,,,,,,,
2011.0,2011.6762491444217,satellite_observation,395.03,,,,,,,,,
2012.0,2012.0273785078714,satellite_observation,386.82,,,,,,,,,
2012.0,2012.0711841204654,satellite_observation,389.18,,,,,,,,,
2012.0,2012.3340177960301,satellite_observation,388.44,,,,,,,,,
2012.0,2012.3778234086242,satellite_observation,388.44,,,,,,,,,
2012.0,2012.7720739219712,satellite_observation,394.7,,,,,,,,,
2012.0,2012.8158795345653,satellite_observation,395.8,,,,,,,,,
2012.0,2012.9034907597536,satellite_observation,394.86,,,,,,,,,
2012.0,2012.9472963723476,satellite_observation,395.94,,,,,,,,,
2012.0,2012.991101984942,satellite_observation,396.32,,,,,,,,,
2013.0,2013.2737850787132,satellite_observation,398.01,,,,,,,,,
2013.0,2013.4709103353866,satellite_observation,398.5,,,,,,,,,
2013.0,2013.4928131416839,satellite_observation,398.87,,,,,,,,,
2013.0,2013.514715947981,satellite_observation,396.82,,,,,,,,,
2013.0,2013.536618754278,satellite_observation,399.19,,,,,,,,,
2013.0,2013.6680355920603,satellite_observation,397.48,,,,,,,,,
2013.0,2013.7994524298426,satellite_observation,395.51,,,,,,,,,
2013.0,2013.8213552361397,satellite_observation,397.03,,,,,,,,,
2013.0,2013.8432580424367,satellite_observation,394.37,,,,,,,,,
2013.0,2013.930869267625,satellite_observation,394.04,,,,,,,,,
2013.0,2013.952772073922,satellite_observation,393.94,,,,,,,,,
2014.0,2014.062970568104,satellite_observation,393.2,,,,,,,,,
2014.0,2014.084873374401,satellite_observation,391.79,,,,,,,,,
