year,year_decimal,series_type,shoreline_position,proj_shoreline_mean,proj_shoreline_q05,proj_shoreline_q95,slr_only_shoreline_mean,slr_only_shoreline_q05,slr_only_shoreline_q95,trend_only_shoreline_mean,trend_only_shoreline_q05,trend_only_shoreline_q95
2025.0,2025.0,projection,383.9684168245957,383.9684168245957,383.96841682460905,383.96841682460905,383.9684168245957,383.96841682460905,383.96841682460905,383.9684168245957,383.96841682460905,383.96841682460905
2030.0,2030.0,projection,383.1421544293997,383.1421544293997,382.5626781555081,384.3124916809877,383.68790709866715,383.51813437192783,383.84556909703224,383.4226641553419,382.9698436805969,384.5666061117093
2040.0,2040.0,projection,382.40150935541357,382.40150935541357,380.3895362077644,384.44767546548536,383.1268876467844,382.6175694665654,383.5998736418786,383.24303853323926,381.31812768601253,385.2303358559081
2050.0,2050.0,projection,381.63039956683537,381.63039956683537,378.9721495731813,384.38052067517447,382.56586819490076,381.71700456120294,383.354178186725,383.03294819654377,380.50401117964043,385.66298594630365
1999.0,1999.848733744011,satellite_observation,382.67,,,,,,,,,
2000.0,2000.024640657084,satellite_observation,381.49,,,,,,,,,
2000.0,2000.1122518822724,satellite_observation,383.96,,,,,,,,,
2000.0,2000.2436687200548,satellite_observation,384.61,,,,,,,,,
2000.0,2000.375085557837,satellite_observation,386.17,,,,,,,,,
2000.0,2000.6379192334018,satellite_observation,386.56,,,,,,,,,
2000.0,2000.9007529089665,satellite_observation,383.78,,,,,,,,,
2001.0,2001.1615331964408,satellite_observation,383.37,,,,,,,,,
2001.0,2001.2053388090349,satellite_observation,383.86,,,,,,,,,
2001.0,2001.4243668720055,satellite_observation,385.8,,,,,,,,,
2001.0,2001.4681724845996,satellite_observation,386.64,,,,,,,,,
2001.0,2001.643394934976,satellite_observation,383.7,,,,,,,,,
2001.0,2001.6872005475702,satellite_observation,383.63,,,,,,,,,
2001.0,2001.7310061601643,satellite_observation,382.59,,,,,,,,,
2001.0,2001.7748117727583,satellite_observation,382.08,,,,,,,,,
2002.0,2002.03832991102,satellite_observation,379.17,,,,,,,,,
2002.0,2002.125941136208,satellite_observation,379.61,,,,,,,,,
2002.0,2002.476386036961,satellite_observation,380.36,,,,,,,,,
2002.0,2002.6516084873374,satellite_observation,385.74,,,,,,,,,
2002.0,2002.7830253251198,satellite_observation,385.58,,,,,,,,,
2003.0,2003.002737850787,satellite_observation,384.63,,,,,,,,,
2003.0,2003.2217659137577,satellite_observation,384.83,,,,,,,,,
2003.0,2003.2655715263518,satellite_observation,384.7,,,,,,,,,
2003.0,2003.3093771389458,satellite_observation,383.2,,,,,,,,,
2003.0,2003.35318275154,satellite_observation,383.43,,,,,,,,,
2003.0,2003.5503080082135,satellite_observation,383.61,,,,,,,,,
2003.0,2003.5941136208078,satellite_observation,383.61,,,,,,,,,
2003.0,2003.6379192334018,satellite_observation,383.61,,,,,,,,,
2003.0,2003.6598220396988,satellite_observation,384.3,,,,,,,,,
2003.0,2003.8131416837782,satellite_observation,383.39,,,,,,,,,
2003.0,2003.8788501026695,satellite_observation,384.86,,,,,,,,,
2003.0,2003.9226557152635,satellite_observation,385.17,,,,,,,,,
2004.0,2004.0547570157426,satellite_observation,384.65,,,,,,,,,
2004.0,2004.1423682409309,satellite_observation,383.44,,,,,,,,,
2004.0,2004.1642710472279,satellite_observation,383.25,,,,,,,,,
2004.0,2004.186173853525,satellite_observation,384.28,,,,,,,,,
2004.0,2004.208076659822,satellite_observation,384.64,,,,,,,,,
2004.0,2004.2518822724162,satellite_observation,385.55,,,,,,,,,
2004.0,2004.2956878850102,satellite_observation,385.59,,,,,,,,,
2004.0,2004.3394934976043,satellite_observation,386.34,,,,,,,,,
2004.0,2004.3832991101985,satellite_observation,386.26,,,,,,,,,
2004.0,2004.4052019164956,satellite_observation,386.06,,,,,,,,,
2004.0,2004.4271047227926,satellite_observation,386.02,,,,,,,,,
2004.0,2004.4709103353866,satellite_observation,385.6,,,,,,,,,
2004.0,2004.514715947981,satellite_observation,386.01,,,,,,,,,
2004.0,2004.558521560575,satellite_observation,386.86,,,,,,,,,
2004.0,2004.602327173169,satellite_observation,386.55,,,,,,,,,
2004.0,2004.624229979466,satellite_observation,386.41,,,,,,,,,
2004.0,2004.6461327857633,satellite_observation,387.33,,,,,,,,,
2004.0,2004.6899383983573,satellite_observation,387.4,,,,,,,,,
2004.0,2004.7337440109513,satellite_observation,387.3,,,,,,,,,
2004.0,2004.8432580424367,satellite_observation,387.02,,,,,,,,,
2005.0,2005.0164271047229,satellite_observation,387.82,,,,,,,,,
2005.0,2005.03832991102,satellite_observation,387.25,,,,,,,,,
2005.0,2005.060232717317,satellite_observation,386.07,,,,,,,,,
2005.0,2005.125941136208,satellite_observation,386.59,,,,,,,,,
2005.0,2005.2354551676933,satellite_observation,384.49,,,,,,,,,
2005.0,2005.2792607802876,satellite_observation,383.95,,,,,,,,,
2005.0,2005.3011635865846,satellite_observation,385.19,,,,,,,,,
2005.0,2005.3230663928816,satellite_observation,385.9,,,,,,,,,
2005.0,2005.3887748117727,satellite_observation,386.4,,,,,,,,,
2005.0,2005.432580424367,satellite_observation,387.09,,,,,,,,,
2005.0,2005.5859000684463,satellite_observation,387.14,,,,,,,,,
2005.0,2005.6297056810404,satellite_observation,387.55,,,,,,,,,
2005.0,2005.7173169062287,satellite_observation,387.55,,,,,,,,,
2005.0,2005.7611225188227,satellite_observation,388.16,,,,,,,,,
2005.0,2005.8049281314168,satellite_observation,387.61,,,,,,,,,
2005.0,2005.8268309377138,satellite_observation,387.74,,,,,,,,,
