segment_id,segment_years,r_sample_m_per_year,dy_segment_m,dy_cumulative_m
1,5,-0.31168063998885837,-0.8086555441018122,-0.8086555441018122
2,5,-0.28809504765972715,-0.6923951083638868,-1.501050652465699
3,5,0.320954351040772,2.309791459212123,0.8087408067464241
4,5,-0.37102282725374064,-1.1011709260680924,-0.2924301193216683
5,5,-0.0639701444564626,0.4123835438961352,0.1199534245744669
6,5,0.04255842532647881,0.9374947121327556,1.0574481367072224
7,5,-0.261428521319752,-0.5609478278106164,0.496500308896606
8,5,-0.015571096348072053,0.6509569213996702,1.1474572302962762
9,5,-0.41507034772524587,-1.31829432291691,-0.17083709262063373
10,5,1.6858039949715953,9.037543389536225,8.866706296915591
11,5,-4.139235069811833,-19.675815614202,-10.80910931728641
12,5,-0.8274653873358983,-3.351112762760585,-14.160222080046996
13,5,-0.4469688206174728,-1.4755314321687392,-15.635753512215736
14,5,0.8874855901514592,5.102393306942843,-10.533360205272892
15,5,2.8480077476651147,14.766393138944991,4.233032933672099
