segment_id,segment_years,r_sample_m_per_year,dy_segment_m,dy_cumulative_m
1,5,0.30135079842686735,2.213159687700966,2.213159687700966
2,5,0.8687322500190252,5.00995248693234,7.223112174633306
3,5,0.691640739945573,4.137015490510289,11.360127665143594
4,5,2.6065908313255988,13.576376984316905,24.9365046494605
5,5,1.523511857794562,8.23755692654049,33.17406157600099
6,5,1.3767229246972108,7.51399039129071,40.6880519672917
7,5,6.025970271122251,30.43152050060042,71.11957246789211
8,5,-1.918715699848315,-8.730211793279365,62.389360674612746
9,5,7.004887414258553,35.256895756144985,97.64625643075773
10,5,-2.292337630296774,-10.571905986455592,87.07435044430214
11,5,-1.0359843836331217,-4.378965234339494,82.69538520996265
12,5,0.2453202159740349,1.9369681958905074,84.63235340585315
13,5,2.762069545748836,14.342778049618618,98.97513145547177
14,5,4.640055779107496,23.599933636524568,122.57506509199634
15,5,0.14418508729611645,1.4384429112834591,124.0135080032798
