segment_id,segment_years,r_sample_m_per_year,dy_segment_m,dy_cumulative_m
1,5,-0.3401246470340325,-0.844905771241763,-0.844905771241763
2,5,-0.41092853583058103,-1.193919306647408,-2.0388250778891712
3,5,1.267278877502162,7.078466750483613,5.039641672594442
4,5,-0.0671482144540186,0.5006766739673145,5.540318346561756
5,5,-0.10726238368840464,0.3029419412807689,5.843260287842525
6,5,0.1731785388516873,1.6853190890866587,7.5285793769291836
7,5,-0.396646774731354,-1.1235202365146524,6.405059140414531
8,5,-0.038763078947782866,0.6405954928964037,7.045654633310935
9,5,-0.5739953007071901,-1.9977241411570157,5.047930492153919
10,5,2.535216572966655,13.328510714025354,18.376441206179273
11,5,-3.739025459724333,-17.599104012228615,0.7773371939506575
12,5,-1.132147688061392,-4.74902412363887,-3.9716869296882127
13,5,-0.32517114231166194,-0.7711954759660892,-4.742882405654302
14,5,1.7797860655225304,9.60476789936223,4.861885493707928
15,5,3.7948089282729756,19.53741800100494,24.399303494712868
