year,year_decimal,series_type,shoreline_position,proj_shoreline_mean,proj_shoreline_q05,proj_shoreline_q95,slr_only_shoreline_mean,slr_only_shoreline_q05,slr_only_shoreline_q95,trend_only_shoreline_mean,trend_only_shoreline_q05,trend_only_shoreline_q95
2025.0,2025.0,projection,203.0161921371625,203.0161921371625,203.0161921371677,203.0161921371677,203.0161921371625,203.0161921371677,203.0161921371677,203.0161921371625,203.0161921371677,203.0161921371677
2030.0,2030.0,projection,205.5673012917369,205.5673012917369,201.37696480268554,209.13499683928137,202.59385297078072,202.32252582202835,202.8478699174689,205.9896404581239,201.82624870316033,209.55239772964526
2040.0,2040.0,projection,207.57901100263783,207.57901100263783,200.1748616903447,214.61732085929248,201.7491746380075,200.93519319174965,202.51122547807125,208.84602850179775,201.58636856530984,215.8345381313361
2050.0,2050.0,projection,209.47754557458836,209.47754557458836,199.84318097493423,218.93532741434754,200.90449630523514,199.5478605614709,202.17458103867364,211.58924140652013,201.98956863906977,221.08174116694943
1999.0,1999.542094455852,satellite_observation,194.59,,,,,,,,,
1999.0,1999.6488706365503,satellite_observation,193.91,,,,,,,,,
1999.0,1999.7173169062287,satellite_observation,203.97,,,,,,,,,
1999.0,1999.7364818617386,satellite_observation,200.64,,,,,,,,,
2000.0,2000.024640657084,satellite_observation,200.64,,,,,,,,,
2000.0,2000.1122518822724,satellite_observation,198.3,,,,,,,,,
2000.0,2000.375085557837,satellite_observation,186.74,,,,,,,,,
2000.0,2000.394250513347,satellite_observation,189.77,,,,,,,,,
2000.0,2000.438056125941,satellite_observation,189.77,,,,,,,,,
2000.0,2000.4818617385351,satellite_observation,188.66,,,,,,,,,
2000.0,2000.5256673511294,satellite_observation,188.66,,,,,,,,,
2000.0,2000.6132785763175,satellite_observation,190.46,,,,,,,,,
2000.0,2000.72553045859,satellite_observation,189.41,,,,,,,,,
2000.0,2000.7885010266941,satellite_observation,189.7,,,,,,,,,
2001.0,2001.0054757015744,satellite_observation,190.3,,,,,,,,,
2001.0,2001.1615331964408,satellite_observation,191.57,,,,,,,,,
2001.0,2001.2245037645448,satellite_observation,190.81,,,,,,,,,
2001.0,2001.3805612594113,satellite_observation,189.32,,,,,,,,,
2001.0,2001.4681724845996,satellite_observation,190.18,,,,,,,,,
2001.0,2001.4873374401095,satellite_observation,190.0,,,,,,,,,
2001.0,2001.599589322382,satellite_observation,190.66,,,,,,,,,
2001.0,2001.6872005475702,satellite_observation,189.85,,,,,,,,,
2001.0,2001.7310061601643,satellite_observation,189.94,,,,,,,,,
2001.0,2001.7501711156742,satellite_observation,189.15,,,,,,,,,
2001.0,2001.7748117727583,satellite_observation,188.98,,,,,,,,,
2001.0,2001.9253935660506,satellite_observation,189.52,,,,,,,,,
2002.0,2002.0574948665299,satellite_observation,188.09,,,,,,,,,
2002.0,2002.125941136208,satellite_observation,187.96,,,,,,,,,
2002.0,2002.3203285420946,satellite_observation,191.35,,,,,,,,,
2002.0,2002.476386036961,satellite_observation,193.44,,,,,,,,,
2002.0,2002.539356605065,satellite_observation,194.96,,,,,,,,,
2002.0,2002.6078028747434,satellite_observation,197.25,,,,,,,,,
2002.0,2002.6516084873374,satellite_observation,197.92,,,,,,,,,
2002.0,2002.7830253251198,satellite_observation,197.85,,,,,,,,,
2002.0,2002.8459958932237,satellite_observation,196.41,,,,,,,,,
2003.0,2003.002737850787,satellite_observation,193.84,,,,,,,,,
2003.0,2003.0465434633813,satellite_observation,190.17,,,,,,,,,
2003.0,2003.065708418891,satellite_observation,189.83,,,,,,,,,
2003.0,2003.2217659137577,satellite_observation,188.48,,,,,,,,,
2003.0,2003.3093771389458,satellite_observation,185.38,,,,,,,,,
2003.0,2003.5503080082135,satellite_observation,191.49,,,,,,,,,
2003.0,2003.5913757700205,satellite_observation,194.79,,,,,,,,,
2003.0,2003.5941136208078,satellite_observation,197.04,,,,,,,,,
2003.0,2003.6132785763175,satellite_observation,198.78,,,,,,,,,
2003.0,2003.6598220396988,satellite_observation,199.23,,,,,,,,,
2003.0,2003.8131416837782,satellite_observation,202.29,,,,,,,,,
2003.0,2003.8542094455852,satellite_observation,202.29,,,,,,,,,
2003.0,2003.8761122518822,satellite_observation,199.41,,,,,,,,,
2003.0,2003.8788501026695,satellite_observation,199.41,,,,,,,,,
2003.0,2003.9445585215606,satellite_observation,199.39,,,,,,,,,
2004.0,2004.0082135523614,satellite_observation,197.31,,,,,,,,,
2004.0,2004.0739219712525,satellite_observation,196.71,,,,,,,,,
