year,year_decimal,series_type,shoreline_position,proj_shoreline_mean,proj_shoreline_q05,proj_shoreline_q95,slr_only_shoreline_mean,slr_only_shoreline_q05,slr_only_shoreline_q95,trend_only_shoreline_mean,trend_only_shoreline_q05,trend_only_shoreline_q95
2025.0,2025.0,projection,251.1522532884255,251.1522532884255,251.15225328842,251.15225328842,251.1522532884255,251.15225328842,251.15225328842,251.1522532884255,251.15225328842,251.15225328842
2030.0,2030.0,projection,250.88615462252093,250.88615462252093,248.03080558574484,253.86824256908594,250.3075749556469,249.76492065814128,250.81560884902237,251.73083295529375,248.92692319886328,254.69549274672445
2040.0,2040.0,projection,249.77622491090096,249.77622491090096,243.4364316728522,255.96217704255628,248.61821829010117,246.9902553975839,250.14231997022708,252.3102599092197,246.17467725378896,258.24382976496884
2050.0,2050.0,projection,248.5698757625178,248.5698757625178,239.97772386521038,257.03782058990987,246.9288616245554,244.21559013702642,249.46903109143182,252.79326742638315,244.8790827450202,260.6942554639851
2000.0,2000.024640657084,satellite_observation,257.2,,,,,,,,,
2000.0,2000.1122518822724,satellite_observation,246.52,,,,,,,,,
2000.0,2000.375085557837,satellite_observation,246.52,,,,,,,,,
2000.0,2000.394250513347,satellite_observation,246.52,,,,,,,,,
2000.0,2000.438056125941,satellite_observation,229.82,,,,,,,,,
2000.0,2000.4818617385351,satellite_observation,229.82,,,,,,,,,
2000.0,2000.5256673511294,satellite_observation,216.13,,,,,,,,,
2000.0,2000.6132785763175,satellite_observation,196.41,,,,,,,,,
2000.0,2000.72553045859,satellite_observation,233.88,,,,,,,,,
2000.0,2000.7885010266941,satellite_observation,233.88,,,,,,,,,
2001.0,2001.0054757015744,satellite_observation,262.17,,,,,,,,,
2001.0,2001.1615331964408,satellite_observation,262.17,,,,,,,,,
2001.0,2001.2245037645448,satellite_observation,242.09,,,,,,,,,
2001.0,2001.3805612594113,satellite_observation,249.01,,,,,,,,,
2001.0,2001.4681724845996,satellite_observation,249.01,,,,,,,,,
2001.0,2001.4873374401095,satellite_observation,249.01,,,,,,,,,
2001.0,2001.599589322382,satellite_observation,248.29,,,,,,,,,
2001.0,2001.6872005475702,satellite_observation,244.59,,,,,,,,,
2001.0,2001.7310061601643,satellite_observation,252.74,,,,,,,,,
2001.0,2001.7501711156742,satellite_observation,252.74,,,,,,,,,
2001.0,2001.7748117727583,satellite_observation,255.34,,,,,,,,,
2001.0,2001.9253935660506,satellite_observation,253.46,,,,,,,,,
2002.0,2002.0574948665299,satellite_observation,252.06,,,,,,,,,
2002.0,2002.125941136208,satellite_observation,252.37,,,,,,,,,
2002.0,2002.3203285420946,satellite_observation,246.44,,,,,,,,,
2002.0,2002.476386036961,satellite_observation,246.44,,,,,,,,,
2002.0,2002.539356605065,satellite_observation,260.89,,,,,,,,,
2002.0,2002.6078028747434,satellite_observation,275.35,,,,,,,,,
2002.0,2002.6516084873374,satellite_observation,275.35,,,,,,,,,
2002.0,2002.7830253251198,satellite_observation,275.35,,,,,,,,,
2002.0,2002.8459958932237,satellite_observation,253.18,,,,,,,,,
2003.0,2003.002737850787,satellite_observation,244.99,,,,,,,,,
2003.0,2003.0465434633813,satellite_observation,226.49,,,,,,,,,
2003.0,2003.065708418891,satellite_observation,227.91,,,,,,,,,
2003.0,2003.2217659137577,satellite_observation,227.91,,,,,,,,,
2003.0,2003.3093771389458,satellite_observation,227.91,,,,,,,,,
2003.0,2003.5503080082135,satellite_observation,255.24,,,,,,,,,
2003.0,2003.5913757700205,satellite_observation,278.28,,,,,,,,,
2003.0,2003.5941136208078,satellite_observation,278.28,,,,,,,,,
2003.0,2003.6132785763175,satellite_observation,278.28,,,,,,,,,
2003.0,2003.6598220396988,satellite_observation,278.28,,,,,,,,,
2003.0,2003.8131416837782,satellite_observation,278.28,,,,,,,,,
2003.0,2003.8542094455852,satellite_observation,278.28,,,,,,,,,
2003.0,2003.8761122518822,satellite_observation,267.2,,,,,,,,,
2003.0,2003.8788501026695,satellite_observation,267.2,,,,,,,,,
2003.0,2003.9445585215606,satellite_observation,262.49,,,,,,,,,
2004.0,2004.0082135523614,satellite_observation,260.65,,,,,,,,,
2004.0,2004.0739219712525,satellite_observation,248.09,,,,,,,,,
2004.0,2004.0985626283368,satellite_observation,248.09,,,,,,,,,
2004.0,2004.1177275838468,satellite_observation,244.15,,,,,,,,,
2004.0,2004.1204654346338,satellite_observation,244.15,,,,,,,,,
2004.0,2004.1396303901438,satellite_observation,244.15,,,,,,,,,
2004.0,2004.186173853525,satellite_observation,244.15,,,,,,,,,
2004.0,2004.2299794661192,satellite_observation,244.15,,,,,,,,,
2004.0,2004.2491444216291,satellite_observation,242.22,,,,,,,,,
2004.0,2004.2956878850102,satellite_observation,240.82,,,,,,,,,
2004.0,2004.3148528405202,satellite_observation,240.04,,,,,,,,,
2004.0,2004.3805612594113,satellite_observation,237.74,,,,,,,,,
2004.0,2004.3832991101985,satellite_observation,241.17,,,,,,,,,
2004.0,2004.4052019164956,satellite_observation,244.37,,,,,,,,,
2004.0,2004.4462696783025,satellite_observation,245.69,,,,,,,,,
2004.0,2004.4681724845996,satellite_observation,245.01,,,,,,,,,
2004.0,2004.5119780971936,satellite_observation,245.79,,,,,,,,,
2004.0,2004.514715947981,satellite_observation,245.79,,,,,,,,,
2004.0,2004.558521560575,satellite_observation,245.79,,,,,,,,,
2004.0,2004.577686516085,satellite_observation,247.76,,,,,,,,,
2004.0,2004.580424366872,satellite_observation,247.79,,,,,,,,,
2004.0,2004.621492128679,satellite_observation,249.94,,,,,,,,,
2004.0,2004.6461327857633,satellite_observation,249.94,,,,,,,,,
2004.0,2004.6899383983573,satellite_observation,252.01,,,,,,,,,
2004.0,2004.7091033538672,satellite_observation,251.22,,,,,,,,,
2004.0,2004.7337440109513,satellite_observation,251.22,,,,,,,,,
2004.0,2004.7529089664613,satellite_observation,252.7,,,,,,,,,
2004.0,2004.8405201916496,satellite_observation,254.69,,,,,,,,,
2004.0,2004.8624229979466,satellite_observation,254.69,,,,,,,,,
2004.0,2004.8843258042436,satellite_observation,253.52,,,,,,,,,
2005.0,2005.0355920602328,satellite_observation,251.48,,,,,,,,,
2005.0,2005.03832991102,satellite_observation,250.61,,,,,,,,,
2005.0,2005.0574948665299,satellite_observation,250.22,,,,,,,,,
2005.0,2005.145106091718,satellite_observation,249.13,,,,,,,,,
2005.0,2005.2108145106092,satellite_observation,246.51,,,,,,,,,
2005.0,2005.2354551676933,satellite_observation,248.28,,,,,,,,,
2005.0,2005.2765229295003,satellite_observation,249.04,,,,,,,,,
2005.0,2005.2792607802876,satellite_observation,249.8,,,,,,,,,
2005.0,2005.3011635865846,satellite_observation,249.8,,,,,,,,,
2005.0,2005.3203285420946,satellite_observation,249.46,,,,,,,,,
2005.0,2005.3230663928816,satellite_observation,249.46,,,,,,,,,
2005.0,2005.3422313483916,satellite_observation,251.37,,,,,,,,,
2005.0,2005.3449691991786,satellite_observation,248.85,,,,,,,,,
2005.0,2005.3860369609856,satellite_observation,248.22,,,,,,,,,
2005.0,2005.432580424367,satellite_observation,248.41,,,,,,,,,
2005.0,2005.4517453798767,satellite_observation,248.07,,,,,,,,,
2005.0,2005.495550992471,satellite_observation,248.07,,,,,,,,,
2005.0,2005.539356605065,satellite_observation,246.76,,,,,,,,,
2005.0,2005.5859000684463,satellite_observation,246.95,,,,,,,,,
2005.0,2005.6297056810404,satellite_observation,246.95,,,,,,,,,
2005.0,2005.6926762491444,satellite_observation,247.8,,,,,,,,,
2005.0,2005.7145790554414,satellite_observation,247.77,,,,,,,,,
2005.0,2005.7173169062287,satellite_observation,247.77,,,,,,,,,
2005.0,2005.8049281314168,satellite_observation,244.22,,,,,,,,,
2005.0,2005.889801505818,satellite_observation,245.73,,,,,,,,,
2005.0,2005.911704312115,satellite_observation,245.73,,,,,,,,,
2006.0,2006.0684462696784,satellite_observation,247.74,,,,,,,,,
2006.0,2006.1122518822724,satellite_observation,242.71,,,,,,,,,
2006.0,2006.1998631074607,satellite_observation,245.55,,,,,,,,,
2006.0,2006.2436687200548,satellite_observation,245.06,,,,,,,,,
2006.0,2006.2655715263518,satellite_observation,245.64,,,,,,,,,
2006.0,2006.2874743326488,satellite_observation,245.64,,,,,,,,,
2006.0,2006.331279945243,satellite_observation,245.64,,,,,,,,,
2006.0,2006.37234770705,satellite_observation,244.99,,,,,,,,,
2006.0,2006.3969883641341,satellite_observation,246.57,,,,,,,,,
2006.0,2006.416153319644,satellite_observation,244.57,,,,,,,,,
2006.0,2006.4818617385351,satellite_observation,244.57,,,,,,,,,
2006.0,2006.4845995893224,satellite_observation,247.74,,,,,,,,,
2006.0,2006.5284052019165,satellite_observation,251.11,,,,,,,,,
2006.0,2006.5503080082135,satellite_observation,251.11,,,,,,,,,
2006.0,2006.5694729637235,satellite_observation,250.27,,,,,,,,,
2006.0,2006.6351813826147,satellite_observation,253.77,,,,,,,,,
2006.0,2006.6379192334018,satellite_observation,253.77,,,,,,,,,
2006.0,2006.6817248459959,satellite_observation,253.77,,,,,,,,,
2006.0,2006.72553045859,satellite_observation,253.15,,,,,,,,,
2006.0,2006.7693360711842,satellite_observation,254.44,,,,,,,,,
2006.0,2006.7885010266941,satellite_observation,254.44,,,,,,,,,
2007.0,2007.3832991101985,satellite_observation,246.38,,,,,,,,,
2007.0,2007.4024640657085,satellite_observation,246.38,,,,,,,,,
2007.0,2007.4271047227926,satellite_observation,246.38,,,,,,,,,
2007.0,2007.7118412046543,satellite_observation,241.25,,,,,,,,,
2007.0,2007.7310061601643,satellite_observation,242.65,,,,,,,,,
2007.0,2007.7775496235456,satellite_observation,244.07,,,,,,,,,
2007.0,2007.8213552361397,satellite_observation,244.07,,,,,,,,,
2007.0,2007.996577686516,satellite_observation,243.3,,,,,,,,,
