year,year_decimal,series_type,shoreline_position,proj_shoreline_mean,proj_shoreline_q05,proj_shoreline_q95,slr_only_shoreline_mean,slr_only_shoreline_q05,slr_only_shoreline_q95,trend_only_shoreline_mean,trend_only_shoreline_q05,trend_only_shoreline_q95
2025.0,2025.0,projection,368.7934612690088,368.7934612690088,368.7934612690197,368.7934612690197,368.7934612690088,368.7934612690197,368.7934612690197,368.7934612690088,368.7934612690197,368.7934612690197
2030.0,2030.0,projection,368.06339403183654,368.06339403183654,367.19031246164934,369.7813508356944,368.3630465901295,368.0889745011312,368.6194840064087,368.4938087107258,367.7834939393392,370.168657275516
2040.0,2040.0,projection,367.9540814510278,367.9540814510278,365.0109522019292,370.93980497479487,367.5022172323495,366.68000096535417,368.2715294811867,369.24532548769866,366.43878980344493,372.1452881628906
2050.0,2050.0,projection,367.8005137990962,367.8005137990962,363.9045818261035,371.848032261018,366.64138787456886,365.27102742957715,367.9235749559647,369.9525871935462,366.2821422862384,373.78623737227576
1999.0,1999.6488706365503,satellite_observation,362.7,,,,,,,,,
1999.0,1999.7364818617386,satellite_observation,368.42,,,,,,,,,
1999.0,1999.8678986995208,satellite_observation,366.72,,,,,,,,,
1999.0,1999.9363449691991,satellite_observation,370.04,,,,,,,,,
1999.0,1999.9801505817934,satellite_observation,371.32,,,,,,,,,
2000.0,2000.1122518822724,satellite_observation,370.74,,,,,,,,,
2000.0,2000.394250513347,satellite_observation,371.25,,,,,,,,,
2000.0,2000.5256673511294,satellite_observation,368.26,,,,,,,,,
2000.0,2000.5503080082135,satellite_observation,365.97,,,,,,,,,
2000.0,2000.6817248459959,satellite_observation,365.71,,,,,,,,,
2000.0,2000.7885010266941,satellite_observation,366.82,,,,,,,,,
2000.0,2000.9445585215606,satellite_observation,368.57,,,,,,,,,
2001.0,2001.0054757015744,satellite_observation,367.42,,,,,,,,,
2001.0,2001.0301163586585,satellite_observation,367.49,,,,,,,,,
2001.0,2001.0739219712525,satellite_observation,370.46,,,,,,,,,
2001.0,2001.1177275838468,satellite_observation,370.85,,,,,,,,,
2001.0,2001.2053388090349,satellite_observation,371.51,,,,,,,,,
2001.0,2001.2245037645448,satellite_observation,370.69,,,,,,,,,
2001.0,2001.4243668720055,satellite_observation,368.42,,,,,,,,,
2001.0,2001.4435318275155,satellite_observation,366.74,,,,,,,,,
2001.0,2001.4681724845996,satellite_observation,365.92,,,,,,,,,
2001.0,2001.4873374401095,satellite_observation,366.01,,,,,,,,,
2001.0,2001.599589322382,satellite_observation,363.84,,,,,,,,,
2001.0,2001.6187542778919,satellite_observation,365.22,,,,,,,,,
2001.0,2001.6872005475702,satellite_observation,365.27,,,,,,,,,
2001.0,2001.7748117727583,satellite_observation,366.19,,,,,,,,,
2001.0,2001.7939767282683,satellite_observation,366.26,,,,,,,,,
2001.0,2001.9253935660506,satellite_observation,366.92,,,,,,,,,
2002.0,2002.0136892539356,satellite_observation,368.72,,,,,,,,,
2002.0,2002.0574948665299,satellite_observation,368.73,,,,,,,,,
2002.0,2002.125941136208,satellite_observation,366.32,,,,,,,,,
2002.0,2002.3203285420946,satellite_observation,363.74,,,,,,,,,
2002.0,2002.4079397672826,satellite_observation,364.05,,,,,,,,,
2002.0,2002.495550992471,satellite_observation,364.9,,,,,,,,,
2002.0,2002.539356605065,satellite_observation,365.47,,,,,,,,,
2002.0,2002.6269678302533,satellite_observation,368.04,,,,,,,,,
2002.0,2002.6516084873374,satellite_observation,367.7,,,,,,,,,
2002.0,2002.7583846680357,satellite_observation,367.7,,,,,,,,,
2002.0,2002.7830253251198,satellite_observation,368.98,,,,,,,,,
2003.0,2003.0465434633813,satellite_observation,376.05,,,,,,,,,
